Pick,Team,To,Player,Pos,Age,School,40-Yard Dash,Vertical Jump,Broad Jump,20-Yard Shuttle,Bench Press,G,AP1,PB,St
21,MIN,15.0,Randy Moss,WR,21,Marshall,4.38,33.0,117,4.17,,218,4,6,12
29,MIA,6.0,John Avery,RB,22,Mississippi,4.38,34.5,121,4.16,17,29,0,0,0
31,OAK,,Leon Bender,DT,,Washington State,5.19,30.0,101,4.83,25,,0,0,0
33,ARI,11.0,Corey Chavous,DB,22,Vanderbilt,4.55,39.5,120,3.96,15,171,0,1,8
37,STL,7.0,Robert Holcombe,RB,22,Illinois,4.53,35.0,126,4.15,23,97,0,0,3
43,CIN,9.0,Artrell Hawkins,DB,21,Cincinnati,4.45,37.0,135,3.78,,122,0,0,7
48,WAS,9.0,Stephen Alexander,TE,22,Oklahoma,4.65,35.5,122,4.09,18,118,0,1,6
49,MIA,7.0,Kenny Mixon,DE,23,LSU,4.90,28.0,111,4.47,18,105,0,0,6
51,MIN,9.0,Kailee Wong,LB,22,Stanford,4.66,34.5,117,3.93,27,123,0,0,6
52,NWE,5.0,Tony Simmons,WR,23,Wisconsin,4.35,36.5,117,3.96,,49,0,0,0
55,NYG,10.0,Joe Jurevicius,WR,23,Penn State,4.66,31.5,118,4.48,,133,0,0,3
56,NYJ,4.0,Dorian Boose,DE,24,Washington State,4.90,33.0,120,4.33,22,44,0,0,0
57,JAX,2.0,Cordell Taylor,DB,24,Hampton,4.46,37.5,121,4.21,18,13,0,0,0
59,SDG,6.0,Mikhael Ricks,TE,23,Stephen F. Austin,4.57,36.0,127,4.03,,82,0,0,2
60,DET,15.0,Charlie Batch,QB,23,Eastern Michigan,4.89,33.5,118,4.11,,81,0,0,4
66,PIT,2.0,Chris Conrad,T,23,Fresno State,5.26,24.5,92,4.71,19,17,0,0,0
70,NYG,2.0,Brian Alford,WR,23,Purdue,4.46,37.0,127,4.04,,4,0,0,0
73,CAR,,Mitch Marrow,DE,,Pennsylvania,4.85,38.5,122,4.39,35,,0,0,0
74,ATL,4.0,Jammi German,WR,24,Miami (FL),4.53,39.5,122,,,35,0,0,0
75,CIN,8.0,Steve Foley,LB,22,Louisiana-Monroe,4.68,34.5,117,4.47,24,96,0,0,5
76,SEA,12.0,Ahman Green,RB,21,Nebraska,4.44,38.5,129,,13,148,0,4,6
77,TEN,6.0,Dainon Sidney,DB,23,Alabama-Birmingham,4.50,39.0,122,4.09,,50,0,0,0
87,NYJ,5.0,Kevin Williams,DB,23,Oklahoma State,4.52,,121,3.98,,43,0,0,0
90,GNB,4.0,Jonathan Brown,DE,22,Tennessee,5.11,32.5,113,4.10,22,7,0,0,0
95,ARI,11.0,Michael Pittman,RB,23,Fresno State,4.50,35.0,120,4.37,22,151,0,0,5
96,STL,9.0,Az-Zahir Hakim,WR,21,San Diego State,4.45,36.0,122,4.25,,110,0,0,2
98,STL,8.0,Roland Williams,TE,23,Syracuse,4.94,36.5,120,4.21,18,94,0,0,5
100,DAL,10.0,Michael Myers,DT,22,Alabama,5.11,25.0,99,5.10,21,138,0,0,3
101,JAX,2.0,Tavian Banks,RB,24,Iowa,4.48,39.0,125,3.95,15,14,0,0,0
105,CIN,6.0,Glen Steele,DT,23,Michigan,5.15,27.5,99,4.40,23,90,0,0,0
106,CAR,5.0,Donald Hayes,WR,23,Wisconsin,4.57,36.0,123,4.07,,63,0,0,2
112,PHI,7.0,Brandon Whiting,DE,22,California,5.18,30.5,,,28,93,0,0,4
116,PHI,6.0,Clarence Love,DB,22,Toledo,4.40,38.0,122,3.96,,31,0,0,0
121,GNB,2.0,Roosevelt Blackmon,DB,23,Morris Brown,4.56,32.5,115,,11,20,0,0,0
122,DEN,,Curtis Alexander,RB,,Alabama,4.44,37.0,117,,13,,0,0,0
124,BAL,8.0,Martin Chase,DT,23,Oklahoma,5.14,29.0,107,4.59,,55,0,0,0
127,OAK,5.0,Jeremy Brigham,TE,23,Washington,4.68,30.5,109,4.25,22,47,0,0,0
132,NOR,2.0,Wilmont Perry,RB,23,Livingstone,4.74,33.0,108,4.56,16,13,0,0,0
134,NYJ,2.0,Casey Dailey,LB,23,Northwestern,4.90,32.5,112,3.92,20,6,0,0,0
146,NYJ,3.0,Blake Spence,TE,23,Oregon,4.89,28.0,106,4.35,17,18,0,0,0
150,GNB,9.0,Corey Bradford,WR,22,Jackson State,4.47,34.5,126,4.36,,114,0,0,2
153,DEN,3.0,Chris Howard,RB,23,Michigan,4.65,27.0,115,4.23,19,22,0,0,0
160,BUF,5.0,Fred Coleman,WR,23,Washington,4.45,34.5,112,4.17,,9,0,0,0
162,SEA,1.0,Carl Hansen,DE,22,Stanford,5.11,29.0,108,4.44,23,5,0,0,0
163,NYJ,8.0,Eric Ogbogu,DE,23,Maryland,4.98,32.5,115,4.35,18,90,0,0,0
167,CIN,3.0,Jason Tucker,WR,22,Texas Christian,4.55,37.0,119,4.01,,31,0,0,0
172,MIA,,John Dutton,QB,,UNLV,4.68,29.0,104,4.22,,,0,0,0
176,NWE,3.0,Harold Shaw,RB,24,Southern Mississippi,4.62,28.5,105,4.43,18,35,0,0,0
181,KAN,7.0,Derrick Ransom,DT,21,Cincinnati,5.14,29.0,103,4.68,21,71,0,0,2
192,JAX,9.0,Alvis Whitted,WR,24,North Carolina State,4.50,34.5,128,4.11,,123,0,0,1
196,CAR,2.0,Viliami Maumau,DT,23,Colorado,5.36,25.5,102,4.70,26,1,0,0,0
198,BUF,,Victor Allotey,G,,Indiana,5.27,25.5,104,4.95,23,,0,0,0
201,ATL,2.0,Ken Oxendine,RB,22,Virginia Tech,4.75,35.0,119,3.98,19,21,0,0,1
202,CIN,,Marcus Parker,RB,,Virginia Tech,4.69,36.0,111,4.36,18,,0,0,0
203,ATL,1.0,Henry Slay,DT,23,West Virginia,5.20,29.0,104,4.57,18,3,0,0,0
215,SFO,1.0,Ryan Thelwell,WR,25,Minnesota,4.59,36.0,123,4.00,,6,0,0,0
221,PIT,2.0,Angel Rubio,DE,23,Southeast Missouri State,5.18,26.5,100,4.58,23,2,0,0,0
223,DAL,,Tarik Smith,RB,,California,4.53,39.5,129,,17,,0,0,0
228,CAR,,Jim Turner,WR,,Syracuse,4.46,35.0,121,4.21,,,0,0,0
234,SDG,,Kio Sanford,WR,,Kentucky,4.53,33.5,111,4.19,,,0,0,0
235,OAK,,David Sanders,DE,,Arkansas,4.85,32.5,115,,,,0,0,0
238,BUF,2.0,Kamil Loud,WR,22,Cal Poly-SLO,4.47,32.0,114,4.26,,12,0,0,0
1,CLE,5.0,Tim Couch,QB,22,Kentucky,5.08,31.0,,4.34,,62,0,0,3
2,PHI,13.0,Donovan McNabb,QB,22,Syracuse,4.64,33.0,116,4.38,,167,0,6,11
3,CIN,4.0,Akili Smith,QB,24,Oregon,4.70,34.0,111,4.29,,22,0,0,1
4,IND,11.0,Edgerrin James,RB,21,Miami (FL),4.38,,,3.88,,148,1,4,9
5,NOR,13.0,Ricky Williams,RB,22,Texas,4.56,37.0,124,,,147,1,1,5
6,STL,11.0,Torry Holt,WR,23,North Carolina State,4.44,37.0,118,,,173,1,7,11
7,WAS,15.0,Champ Bailey,DB,21,Georgia,4.28,37.0,121,3.79,,215,3,12,14
8,ARI,7.0,David Boston,WR,21,Ohio State,4.47,37.0,116,4.09,,75,1,1,3
10,BAL,11.0,Chris McAlister,DB,22,Arizona,4.53,38.0,121,4.08,,137,1,3,9
11,MIN,11.0,Daunte Culpepper,QB,22,Central Florida,4.52,39.0,122,4.13,,105,0,3,5
12,CHI,2.0,Cade McNown,QB,22,UCLA,4.76,33.5,108,4.28,,25,0,0,1
13,PIT,7.0,Troy Edwards,WR,22,Louisiana Tech,4.57,36.5,117,4.16,,92,0,0,1
15,TAM,8.0,Anthony McFarland,DT,21,LSU,4.85,28.5,108,4.28,25,109,0,0,7
20,DAL,10.0,Ebenezer Ekuban,DE,23,North Carolina,4.69,32.0,112,4.39,,122,0,0,5
22,SEA,5.0,Lamar King,DE,24,Saginaw Valley State,4.77,30.0,105,4.28,22,57,0,0,3
23,BUF,14.0,Antoine Winfield,DB,22,Ohio State,4.41,37.0,122,3.95,,191,0,3,12
24,SFO,4.0,Reggie McGrew,DT,22,Florida,5.05,,,4.34,30,24,0,0,0
26,JAX,10.0,Fernando Bryant,DB,22,Alabama,4.50,35.5,115,4.06,,112,0,0,8
29,MIN,3.0,Dimitrius Underwood,DT,22,Michigan State,4.88,,,4.39,,19,0,0,0
30,ATL,11.0,Patrick Kerney,DE,22,Virginia,4.72,31.0,111,4.42,21,159,1,2,9
32,CLE,7.0,Kevin Johnson,WR,23,Syracuse,4.41,36.5,115,3.86,,101,0,0,4
33,CIN,1.0,Charles Fisher,DB,23,West Virginia,4.49,38.0,119,4.16,10,1,0,0,0
38,CAR,9.0,Mike Rucker,DE,24,Nebraska,4.86,33.5,108,4.33,17,139,0,1,7
39,MIA,3.0,J.J. Johnson,RB,25,Mississippi State,4.71,,,4.19,16,36,0,0,0
40,OAK,7.0,Tony Bryant,DE,23,Florida State,4.85,34.5,111,4.57,16,82,0,0,3
41,STL,11.0,Dre' Bly,DB,22,North Carolina,4.51,34.5,116,4.09,,167,0,2,7
42,ATL,13.0,Reggie Kelly,TE,22,Mississippi State,4.90,32.0,,,24,184,0,0,10
44,MIN,13.0,Jim Kleinsasser,TE,22,North Dakota,4.79,34.5,112,4.33,18,181,0,0,10
46,NWE,13.0,Kevin Faulk,RB,23,LSU,4.57,34.0,114,4.09,,161,0,0,4
47,GNB,1.0,Fred Vinson,DB,22,Vanderbilt,4.39,36.0,121,4.17,14,16,0,0,0
48,CHI,9.0,Russell Davis,DT,24,North Carolina,4.94,27.5,104,4.56,27,114,0,0,5
49,NYG,4.0,Joe Montgomery,RB,23,Ohio State,4.63,,,4.22,,13,0,0,1
50,TAM,6.0,Shaun King,QB,22,Tulane,4.77,33.0,113,4.29,,34,0,0,1
52,TEN,10.0,John Thornton,DT,22,West Virginia,5.00,32.0,111,4.46,26,143,0,0,8
53,BUF,9.0,Peerless Price,WR,22,Tennessee,4.55,35.0,116,4.09,,123,0,0,6
54,KAN,7.0,Mike Cloud,RB,24,Boston College,4.54,38.5,115,4.16,17,78,0,0,0
56,JAX,6.0,Larry Smith,DT,24,Florida State,5.12,30.0,111,4.39,22,64,0,0,0
58,DEN,9.0,Montae Reagor,DT,22,Texas Tech,4.83,34.5,107,4.23,20,99,0,0,3
62,CLE,7.0,Daylon McCutcheon,DB,22,Southern California,4.52,36.0,117,4.35,13,103,0,0,7
67,DEN,4.0,Chris Watson,DB,22,Eastern Illinois,4.34,37.0,124,3.86,18,58,0,0,0
69,SDG,11.0,Steve Heiden,TE,22,San Diego State,4.84,32.0,121,4.11,26,148,0,0,6
70,DET,10.0,Jared DeVries,DE,23,Iowa,4.95,32.5,111,4.14,24,120,0,0,3
71,CHI,5.0,D'Wayne Bates,WR,23,Northwestern,4.59,37.0,117,4.24,,47,0,0,1
77,SEA,5.0,Brock Huard,QB,23,Washington,5.12,30.5,107,4.44,,8,0,0,0
79,NYG,10.0,Dan Campbell,TE,23,Texas A&M,4.86,36.0,112,4.07,25,114,0,0,5
82,SEA,5.0,Karsten Bailey,WR,22,Auburn,4.33,40.0,121,3.99,,19,0,0,0
93,DEN,3.0,Travis McGriff,WR,23,Florida,4.53,35.5,113,4.13,,34,0,0,0
94,GNB,6.0,Cletidus Hunt,DT,23,Kentucky State,5.03,31.5,110,4.73,17,85,0,0,4
95,PIT,7.0,Amos Zereoue,RB,22,West Virginia,4.53,,,4.09,,84,0,0,0
96,IND,3.0,Paul Miranda,DB,23,Central Florida,4.41,40.5,124,4.10,11,16,0,0,0
98,CIN,3.0,Craig Yeast,WR,22,Kentucky,4.49,32.5,112,4.14,,35,0,0,1
99,SFO,3.0,Anthony Parker,DB,23,Weber State,4.39,31.0,113,4.27,8,21,0,0,0
101,STL,1.0,Joe Germaine,QB,24,Ohio State,4.80,32.0,102,4.21,,3,0,0,0
102,OAK,4.0,Dameane Douglas,WR,23,California,4.70,31.5,119,4.36,,52,0,0,0
103,DET,2.0,Sedrick Irvin,RB,21,Michigan State,4.58,35.0,117,,20,20,0,0,0
105,BAL,15.0,Brandon Stokley,WR,23,Louisiana-Lafayette,4.49,35.5,118,4.01,,152,0,0,1
108,KAN,3.0,Larry Parker,WR,23,Southern California,4.49,35.5,118,,,38,0,0,0
109,PIT,13.0,Aaron Smith,DE,23,Northern Colorado,5.08,29.5,110,4.34,19,160,0,1,9
111,CHI,10.0,Rosevelt Colvin,LB,22,Purdue,4.92,36.5,119,4.19,,121,0,0,5
115,SEA,7.0,Antonio Cochran,DE,23,Georgia,5.11,33.0,112,4.55,19,85,0,0,2
117,TEN,4.0,Donald Mitchell,DB,22,Southern Methodist,4.51,37.0,118,4.08,24,44,0,0,1
118,DAL,3.0,Wane McGarity,WR,22,Texas,4.53,33.0,111,4.36,,31,0,0,0
121,JAX,1.0,Kevin Landolt,DT,23,West Virginia,5.14,27.0,108,4.27,17,1,0,0,0
123,NYJ,2.0,Jason Wiltz,DT,22,Nebraska,5.36,27.5,100,4.51,,27,0,0,0
127,DEN,5.0,Olandis Gary,RB,24,Georgia,4.71,34.0,116,4.13,22,48,0,0,1
130,PHI,3.0,Na Brown,WR,22,North Carolina,4.56,30.5,110,4.21,,42,0,0,0
131,GNB,8.0,Aaron Brooks,QB,23,Virginia,4.59,35.5,118,4.29,,93,0,0,5
132,DAL,6.0,Peppi Zellner,DE,24,Fort Valley State,4.72,35.5,120,4.49,20,89,0,0,2
134,MIA,1.0,Cecil Collins,RB,22,McNeese State,4.45,33.0,115,,16,8,0,0,1
136,PIT,10.0,Jerame Tuman,TE,23,Michigan,4.89,33.0,107,4.20,23,123,0,0,2
138,IND,6.0,Brad Scioli,DE,23,Penn State,4.93,33.5,108,4.27,23,80,0,0,2
139,SDG,6.0,Adrian Dingle,DE,22,Clemson,4.94,33.0,112,4.40,20,70,0,0,1
147,CHI,7.0,Jerry Azumah,DB,22,New Hampshire,4.50,43.5,129,3.86,15,105,0,1,3
148,CLE,4.0,Darrin Chiaverini,WR,21,Colorado,4.53,33.0,112,4.16,,49,0,0,1
151,TEN,,Kevin Daft,QB,,UC Davis,4.91,32.5,109,4.37,,,0,0,0
158,DEN,12.0,David Bowens,DE,22,Western Illinois,4.88,31.0,112,4.38,,167,0,0,2
159,GNB,2.0,De'Mond Parker,RB,22,Oklahoma,4.49,41.5,119,4.16,13,19,0,0,0
160,JAX,10.0,Jason Craft,DB,23,Colorado State,4.53,37.5,113,4.20,14,148,0,0,1
162,NYJ,4.0,Jermaine Jones,DB,23,Northwestern State (LA),4.51,38.5,116,3.96,12,3,0,0,0
164,ATL,6.0,Eugene Baker,WR,23,Kent State,4.46,36.5,118,4.03,,8,0,0,0
171,SFO,6.0,Tai Streets,WR,22,Michigan,4.44,37.0,118,,,78,0,0,3
173,CIN,13.0,Kelly Gregg,NT,22,Oklahoma,5.34,24.0,96,4.45,26,153,0,0,9
174,CLE,2.0,Marcus Spriggs,DT,23,Troy,5.24,27.5,97,4.60,25,18,0,0,0
175,CAR,,Robert Daniel,DE,,Northwestern State (LA),5.05,28.5,110,4.86,24,,0,0,0
176,STL,6.0,Lionel Barnes,DE,23,North Carolina Central,5.00,34.0,112,4.52,24,27,0,0,0
179,DEN,12.0,Desmond Clark,TE,22,Wake Forest,4.88,31.0,112,4.35,12,162,0,0,6
182,JAX,2.0,Emarlos Leroy,DT,24,Georgia,5.09,,,,31,22,0,0,0
185,MIN,5.0,Talance Sawyer,DE,23,UNLV,4.89,31.5,112,4.35,23,39,0,0,2
186,TEN,,Darran Hall,WR,,Colorado State,4.45,34.0,114,4.33,,,0,0,0
188,OAK,,Daren Yancey,DT,,Brigham Young,5.14,26.5,92,,,,0,0,0
191,CLE,11.0,James Dearth,TE,23,Tarleton State,5.04,29.5,107,4.57,25,146,0,0,0
193,DAL,4.0,MarTay Jenkins,WR,24,Nebraska-Omaha,4.50,39.5,116,4.18,,40,0,0,0
196,GNB,,Dee Miller,WR,,Ohio State,4.51,33.5,,4.31,,,0,0,0
201,PHI,1.0,Troy Smith,WR,22,East Carolina,4.63,35.5,112,4.24,,1,0,0,0
202,ARI,1.0,Melvin Bradley,LB,23,Arkansas,4.67,31.0,111,4.32,,1,0,0,0
204,DEN,2.0,Chad Plummer,WR,23,Cincinnati,4.57,33.0,113,4.18,,4,0,0,0
205,NYG,2.0,Andre Weathers,DB,23,Michigan,4.67,32.0,119,4.03,,10,0,0,0
207,CLE,4.0,Madre Hill,RB,23,Arkansas,4.52,32.0,109,4.31,20,7,0,0,0
208,PHI,6.0,Jed Weaver,TE,23,Oregon,4.91,31.0,106,4.17,19,90,0,0,2
214,PIT,1.0,Antonio Dingle,DT,22,Virginia,5.28,31.0,102,4.85,22,9,0,0,0
215,DET,2.0,Mike Pringley,DE,23,North Carolina,4.89,,108,4.39,22,11,0,0,0
218,DEN,10.0,Billy Miller,TE,22,Southern California,4.67,34.5,113,4.28,,114,0,0,0
225,NYG,2.0,Ryan Hale,DT,24,Arkansas,5.20,30.5,104,4.38,8,25,0,0,0
227,NWE,2.0,Michael Bishop,QB,23,Kansas State,4.85,33.0,113,4.62,,8,0,0,0
229,DAL,4.0,Mike Lucky,TE,23,Arizona,4.95,29.0,108,4.38,,46,0,0,0
230,BUF,3.0,Sheldon Jackson,TE,23,Nebraska,4.80,30.5,103,4.47,14,45,0,0,1
233,TAM,4.0,Autry Denson,RB,22,Notre Dame,4.67,31.0,115,4.15,20,34,0,0,0
238,DEN,4.0,Justin Swift,TE,24,Kansas State,4.82,33.0,111,4.15,17,49,0,0,0
239,ARI,2.0,Chris Greisen,QB,23,Northwest Missouri State,5.06,30.5,107,4.33,,5,0,0,0
240,TAM,1.0,Darnell McDonald,WR,23,Kansas State,4.74,34.0,108,4.24,,8,0,0,0
242,JAX,,Dee Moronkola,DB,,Washington State,4.46,33.5,111,4.12,17,,0,0,0
245,CIN,4.0,Scott Covington,QB,23,Miami (FL),4.67,34.0,107,4.42,,4,0,0,0
246,JAX,2.0,Chris White,DE,22,Southern,5.24,29.0,104,4.71,25,5,0,0,0
247,ATL,,Rondel Menendez,WR,,Eastern Kentucky,4.24,37.0,117,3.96,,,0,0,0
248,BUF,9.0,Bryce Fisher,DE,22,Air Force,4.98,31.0,106,4.34,19,91,0,0,3
249,CIN,,Donald Broomfield,DT,,Clemson,5.08,31.0,106,4.34,24,,0,0,0
250,IND,2.0,Corey Terry,LB,23,Tennessee,4.79,,,4.26,,15,0,0,0
